Detected CPU features: mmx sse sse2 sse3 ssse3 sse4.1 sse4.2 popcnt avx avx2
bpp v4.8.7_macos_x86_64, 128GB RAM, 36 cores
https://github.com/bpp/bpp

Auto-selected SIMD ISA: AVX2


Starting timer..
Seed: 383477503 (randomly generated)
Parsing species tree... Done
Parsing phylip file... Done

Summary of alignments *before* phasing sequences:
 Locus | Model | Sequences | Length | Ambiguous sites | Compressed | Base freqs 
    68 |  JC69 |         2 |     81 |               5 |          2 |      Fixed 
    69 |  JC69 |         2 |     47 |               0 |          1 |      Fixed 
    70 |  JC69 |         5 |    278 |              48 |          7 |      Fixed 
    71 |  JC69 |        10 |     70 |              10 |          4 |      Fixed 
    72 |  JC69 |         3 |     95 |              45 |          3 |      Fixed 
    73 |  JC69 |         2 |     98 |               6 |          3 |      Fixed 
    74 |  JC69 |         2 |    118 |               0 |          1 |      Fixed 
    75 |  JC69 |         2 |    152 |               0 |          1 |      Fixed 
    76 |  JC69 |        19 |    301 |              10 |          9 |      Fixed 
    77 |  JC69 |        17 |    189 |               6 |          6 |      Fixed 
    78 |  JC69 |        19 |    194 |              12 |         11 |      Fixed 
    79 |  JC69 |        17 |     83 |               7 |          8 |      Fixed 
    80 |  JC69 |         3 |    279 |              17 |          6 |      Fixed 
    81 |  JC69 |         4 |     88 |               5 |          5 |      Fixed 
    82 |  JC69 |        15 |    102 |              12 |          9 |      Fixed 
    83 |  JC69 |         3 |     89 |               5 |          3 |      Fixed 
    84 |  JC69 |         3 |     93 |               8 |          9 |      Fixed 
    85 |  JC69 |         5 |    121 |               6 |          5 |      Fixed 
    86 |  JC69 |         3 |     45 |               0 |          1 |      Fixed 
    87 |  JC69 |         2 |    174 |              24 |          5 |      Fixed 
    88 |  JC69 |         2 |    278 |              28 |          5 |      Fixed 
    89 |  JC69 |         9 |     53 |               3 |          4 |      Fixed 
    90 |  JC69 |         2 |    143 |               1 |          3 |      Fixed 
    91 |  JC69 |         6 |     78 |              13 |          9 |      Fixed 
    92 |  JC69 |         5 |     65 |              28 |          9 |      Fixed 
    93 |  JC69 |         5 |     54 |               1 |          3 |      Fixed 
    94 |  JC69 |         2 |    105 |               1 |          3 |      Fixed 
    95 |  JC69 |         2 |     95 |               0 |          2 |      Fixed 
    96 |  JC69 |         4 |     62 |               0 |          1 |      Fixed 
    97 |  JC69 |         3 |     79 |              23 |          5 |      Fixed 
    98 |  JC69 |         8 |     55 |               5 |          3 |      Fixed 
    99 |  JC69 |         2 |    229 |               6 |          5 |      Fixed 
   100 |  JC69 |         2 |     67 |               0 |          1 |      Fixed 
   101 |  JC69 |         2 |     64 |               0 |          1 |      Fixed 
   102 |  JC69 |         2 |    278 |              31 |          5 |      Fixed 
   103 |  JC69 |        19 |    102 |               2 |          3 |      Fixed 
   104 |  JC69 |        20 |    117 |               6 |          7 |      Fixed 
   105 |  JC69 |         2 |    463 |             186 |          5 |      Fixed 
   106 |  JC69 |         3 |    154 |              17 |          3 |      Fixed 
   107 |  JC69 |         3 |    147 |               0 |          1 |      Fixed 
   108 |  JC69 |         3 |    244 |               8 |          6 |      Fixed 
   109 |  JC69 |        16 |    143 |              13 |         12 |      Fixed 
   110 |  JC69 |         3 |    276 |             131 |          4 |      Fixed 
   111 |  JC69 |        17 |    133 |              20 |         13 |      Fixed 
   112 |  JC69 |        20 |     99 |               2 |          3 |      Fixed 
   113 |  JC69 |         3 |     53 |               1 |          2 |      Fixed 
   114 |  JC69 |         4 |     59 |               7 |          7 |      Fixed 
   115 |  JC69 |         4 |    282 |               9 |          7 |      Fixed 
   116 |  JC69 |        10 |    161 |               5 |          5 |      Fixed 
   117 |  JC69 |         5 |     76 |              36 |          6 |      Fixed 
   118 |  JC69 |        17 |    270 |              40 |         20 |      Fixed 
   119 |  JC69 |        20 |     73 |               8 |          7 |      Fixed 
   120 |  JC69 |         3 |    160 |               8 |          8 |      Fixed 
   121 |  JC69 |         2 |     52 |               0 |          1 |      Fixed 
   122 |  JC69 |        19 |    191 |               7 |          9 |      Fixed 
   123 |  JC69 |         9 |    146 |               2 |          4 |      Fixed 
   124 |  JC69 |        11 |    155 |               4 |          6 |      Fixed 
   125 |  JC69 |        20 |    178 |               6 |          7 |      Fixed 
   126 |  JC69 |         6 |    225 |              21 |         10 |      Fixed 
   127 |  JC69 |         5 |    151 |              11 |         10 |      Fixed 
   128 |  JC69 |        15 |    218 |             108 |         12 |      Fixed 
   129 |  JC69 |         7 |    124 |               5 |          7 |      Fixed 
   130 |  JC69 |        11 |    146 |              20 |          7 |      Fixed 
   131 |  JC69 |         7 |     96 |               5 |          7 |      Fixed 
   132 |  JC69 |        20 |    245 |               4 |          5 |      Fixed 
   133 |  JC69 |         7 |    130 |              15 |          6 |      Fixed 
   134 |  JC69 |         5 |     58 |               2 |          3 |      Fixed 
   135 |  JC69 |         3 |    252 |               0 |          2 |      Fixed 
   136 |  JC69 |        13 |    113 |               3 |          4 |      Fixed 
   137 |  JC69 |         5 |     71 |               0 |          1 |      Fixed 
   138 |  JC69 |         2 |    273 |               0 |          2 |      Fixed 
   139 |  JC69 |         5 |     99 |               0 |          1 |      Fixed 
   140 |  JC69 |         3 |    216 |              13 |         11 |      Fixed 
   141 |  JC69 |         8 |    212 |               9 |          9 |      Fixed 
   142 |  JC69 |        20 |    591 |             401 |         35 |      Fixed 
   143 |  JC69 |        19 |    417 |             291 |         18 |      Fixed 
   144 |  JC69 |        12 |    265 |               9 |         10 |      Fixed 
   145 |  JC69 |        20 |     65 |               0 |          1 |      Fixed 
   146 |  JC69 |         2 |     51 |               0 |          1 |      Fixed 
   147 |  JC69 |        15 |     54 |               2 |          2 |      Fixed 
   148 |  JC69 |         2 |     53 |               3 |          3 |      Fixed 
   149 |  JC69 |         4 |    160 |              51 |          2 |      Fixed 
   150 |  JC69 |         2 |    225 |               9 |          5 |      Fixed 
   151 |  JC69 |         3 |    279 |              13 |          8 |      Fixed 
   152 |  JC69 |         6 |    147 |               9 |          8 |      Fixed 
   153 |  JC69 |        11 |    160 |              13 |          9 |      Fixed 
   154 |  JC69 |        16 |    308 |             154 |         12 |      Fixed 
   155 |  JC69 |        13 |    833 |             684 |         42 |      Fixed 
   156 |  JC69 |         4 |    142 |               5 |          3 |      Fixed 
   157 |  JC69 |         9 |    215 |               8 |          9 |      Fixed 
   158 |  JC69 |        20 |    171 |               1 |          2 |      Fixed 
   159 |  JC69 |         2 |    101 |               0 |          2 |      Fixed 
   160 |  JC69 |         2 |    129 |               0 |          1 |      Fixed 
   161 |  JC69 |        12 |    104 |               0 |          1 |      Fixed 
   162 |  JC69 |        11 |    131 |               0 |          1 |      Fixed 
   163 |  JC69 |         6 |    146 |              11 |          9 |      Fixed 
   164 |  JC69 |        20 |    420 |              10 |         12 |      Fixed 
   165 |  JC69 |        16 |    443 |             217 |         30 |      Fixed 
   166 |  JC69 |         3 |     41 |               0 |          1 |      Fixed 
   167 |  JC69 |        10 |    324 |              66 |         16 |      Fixed 
   168 |  JC69 |        17 |    153 |               0 |          1 |      Fixed 
   169 |  JC69 |         2 |    118 |               0 |          1 |      Fixed 
   170 |  JC69 |        13 |    211 |              18 |         14 |      Fixed 
   171 |  JC69 |         2 |    505 |             244 |          5 |      Fixed 
   172 |  JC69 |        11 |     98 |               4 |          5 |      Fixed 
   173 |  JC69 |         2 |    181 |               0 |          1 |      Fixed 
   174 |  JC69 |         2 |    136 |               2 |          3 |      Fixed 
   175 |  JC69 |        16 |    429 |               4 |          5 |      Fixed 
   176 |  JC69 |        12 |    358 |              13 |          9 |      Fixed 
   177 |  JC69 |        17 |    152 |              17 |         12 |      Fixed 
   178 |  JC69 |         3 |    193 |               1 |          2 |      Fixed 
   179 |  JC69 |        11 |    187 |              20 |         17 |      Fixed 
   180 |  JC69 |         4 |    199 |               1 |          2 |      Fixed 
   181 |  JC69 |        15 |    368 |             175 |         15 |      Fixed 
   182 |  JC69 |        16 |     80 |              12 |          9 |      Fixed 
   183 |  JC69 |        13 |     92 |               0 |          2 |      Fixed 
   184 |  JC69 |        20 |    292 |              32 |         21 |      Fixed 
   185 |  JC69 |         2 |    136 |               0 |          1 |      Fixed 
   186 |  JC69 |         3 |     42 |               0 |          1 |      Fixed 
   187 |  JC69 |         4 |    282 |              21 |         11 |      Fixed 
   188 |  JC69 |        20 |    146 |               5 |          6 |      Fixed 
   189 |  JC69 |         2 |    217 |               2 |          2 |      Fixed 
   190 |  JC69 |         3 |    272 |              79 |          5 |      Fixed 
   191 |  JC69 |         4 |    291 |              26 |          4 |      Fixed 
   192 |  JC69 |        13 |    404 |             204 |         23 |      Fixed 
   193 |  JC69 |         9 |    286 |              14 |         11 |      Fixed 
   194 |  JC69 |        17 |     60 |               2 |          3 |      Fixed 
   195 |  JC69 |        20 |     92 |               0 |          1 |      Fixed 
   196 |  JC69 |        18 |    150 |              14 |         12 |      Fixed 
   197 |  JC69 |         2 |     86 |               3 |          4 |      Fixed 
   198 |  JC69 |         2 |    210 |              67 |          2 |      Fixed 
   199 |  JC69 |        18 |     67 |               1 |          2 |      Fixed 
   200 |  JC69 |        19 |    149 |              12 |          8 |      Fixed 
   201 |  JC69 |         3 |     92 |               4 |          3 |      Fixed 
   202 |  JC69 |         2 |     67 |              25 |          3 |      Fixed 
   203 |  JC69 |         2 |    192 |               1 |          2 |      Fixed 
   204 |  JC69 |        20 |    386 |             221 |         13 |      Fixed 
   205 |  JC69 |        20 |    495 |             131 |         12 |      Fixed 
   206 |  JC69 |        16 |    286 |              23 |         19 |      Fixed 
   207 |  JC69 |         5 |    144 |               4 |          4 |      Fixed 
   208 |  JC69 |         4 |    278 |              19 |          6 |      Fixed 
   209 |  JC69 |         3 |     73 |               5 |          3 |      Fixed 
   210 |  JC69 |        20 |    209 |               5 |          6 |      Fixed 
   211 |  JC69 |         2 |    283 |              21 |          5 |      Fixed 
   212 |  JC69 |         3 |    280 |              22 |         11 |      Fixed 
   213 |  JC69 |        19 |     85 |               4 |          5 |      Fixed 
   214 |  JC69 |        19 |    318 |              24 |          9 |      Fixed 
   215 |  JC69 |        15 |    211 |              57 |         17 |      Fixed 
   216 |  JC69 |         7 |    153 |               1 |          3 |      Fixed 
   217 |  JC69 |        20 |    195 |               1 |          2 |      Fixed 
   218 |  JC69 |        20 |    103 |               2 |          3 |      Fixed 
   219 |  JC69 |        15 |     92 |               3 |          4 |      Fixed 
   220 |  JC69 |         4 |    234 |               0 |          1 |      Fixed 
   221 |  JC69 |         2 |     89 |               0 |          1 |      Fixed 
   222 |  JC69 |        20 |    173 |              22 |          6 |      Fixed 
   223 |  JC69 |         2 |     53 |              12 |          2 |      Fixed 
   224 |  JC69 |         4 |    278 |              61 |          8 |      Fixed 
   225 |  JC69 |         6 |    278 |               6 |          5 |      Fixed 
   226 |  JC69 |         2 |    133 |               0 |          1 |      Fixed 
   227 |  JC69 |        20 |    137 |              50 |         10 |      Fixed 
   228 |  JC69 |         3 |     90 |               1 |          2 |      Fixed 
   229 |  JC69 |         5 |    365 |              15 |         11 |      Fixed 
   230 |  JC69 |        20 |     87 |               0 |          1 |      Fixed 
   231 |  JC69 |         3 |     83 |               3 |          4 |      Fixed 
   232 |  JC69 |         6 |     92 |               3 |          4 |      Fixed 
   233 |  JC69 |        14 |    113 |               7 |          5 |      Fixed 
   234 |  JC69 |        16 |    230 |               3 |          4 |      Fixed 
   235 |  JC69 |        11 |    143 |               7 |          5 |      Fixed 
   236 |  JC69 |        15 |    243 |              12 |         13 |      Fixed 
   237 |  JC69 |         9 |    234 |              16 |          9 |      Fixed 
   238 |  JC69 |         3 |    282 |              18 |          6 |      Fixed 
   239 |  JC69 |         3 |    282 |               4 |          4 |      Fixed 
   240 |  JC69 |         9 |    233 |              19 |         12 |      Fixed 
   241 |  JC69 |        20 |    212 |              15 |         13 |      Fixed 
   242 |  JC69 |         4 |    251 |               9 |          6 |      Fixed 
   243 |  JC69 |        20 |    389 |              11 |         12 |      Fixed 
   244 |  JC69 |        18 |     51 |               3 |          4 |      Fixed 
   245 |  JC69 |         2 |     74 |               0 |          1 |      Fixed 
   246 |  JC69 |        14 |    167 |               9 |         10 |      Fixed 
   247 |  JC69 |         2 |    142 |              47 |          3 |      Fixed 
   248 |  JC69 |         4 |    113 |               7 |          3 |      Fixed 
   249 |  JC69 |        16 |     55 |               2 |          3 |      Fixed 
   250 |  JC69 |        14 |    336 |             150 |          9 |      Fixed 
   251 |  JC69 |         4 |    225 |              16 |          7 |      Fixed 
   252 |  JC69 |         6 |    282 |              19 |         11 |      Fixed 
   253 |  JC69 |        14 |    288 |              28 |         18 |      Fixed 
   254 |  JC69 |        10 |    202 |              10 |          6 |      Fixed 
   255 |  JC69 |        20 |    304 |              18 |         17 |      Fixed 
   256 |  JC69 |         3 |     75 |               7 |          5 |      Fixed 
   257 |  JC69 |         2 |    226 |               5 |          3 |      Fixed 
   258 |  JC69 |        20 |    253 |             124 |         18 |      Fixed 
   259 |  JC69 |        10 |    110 |              53 |          9 |      Fixed 
   260 |  JC69 |        14 |    146 |              21 |         12 |      Fixed 
   261 |  JC69 |        10 |     61 |               8 |          6 |      Fixed 
   262 |  JC69 |         2 |    123 |               1 |          2 |      Fixed 
   263 |  JC69 |         3 |    455 |             193 |         13 |      Fixed 
   264 |  JC69 |         2 |    156 |               2 |          3 |      Fixed 
   265 |  JC69 |         2 |    406 |              11 |         10 |      Fixed 
   266 |  JC69 |         4 |    283 |              15 |         12 |      Fixed 
   267 |  JC69 |         3 |     74 |              15 |          6 |      Fixed 
   268 |  JC69 |        20 |    161 |               4 |          5 |      Fixed 
   269 |  JC69 |        10 |    104 |               2 |          2 |      Fixed 
   270 |  JC69 |         2 |    362 |              10 |          6 |      Fixed 
   271 |  JC69 |        17 |     82 |               3 |          3 |      Fixed 
   272 |  JC69 |        19 |    176 |              55 |          5 |      Fixed 
   273 |  JC69 |        17 |    292 |              25 |         18 |      Fixed 
   274 |  JC69 |         3 |     88 |               1 |          3 |      Fixed 
   275 |  JC69 |        15 |    151 |              11 |          6 |      Fixed 
   276 |  JC69 |         4 |    278 |             108 |          6 |      Fixed 
   277 |  JC69 |        20 |     92 |               2 |          3 |      Fixed 
   278 |  JC69 |         4 |    302 |              50 |         17 |      Fixed 
   279 |  JC69 |         3 |    263 |             111 |          4 |      Fixed 
   280 |  JC69 |        15 |    229 |             116 |          5 |      Fixed 
   281 |  JC69 |        15 |     86 |               3 |          4 |      Fixed 
   282 |  JC69 |        20 |     80 |               2 |          3 |      Fixed 
   283 |  JC69 |        13 |    123 |               7 |          8 |      Fixed 
   284 |  JC69 |         2 |     51 |               0 |          1 |      Fixed 
   285 |  JC69 |         3 |     46 |               0 |          1 |      Fixed 
   286 |  JC69 |        10 |    280 |             129 |         20 |      Fixed 
   287 |  JC69 |         2 |    124 |               0 |          2 |      Fixed 
   288 |  JC69 |        20 |    227 |               9 |         11 |      Fixed 
   289 |  JC69 |        12 |    264 |             131 |         11 |      Fixed 
   290 |  JC69 |        20 |    279 |              14 |         12 |      Fixed 
   291 |  JC69 |        20 |    201 |               4 |          5 |      Fixed 
   292 |  JC69 |         2 |    137 |               0 |          1 |      Fixed 
   293 |  JC69 |        20 |     77 |               2 |          3 |      Fixed 
   294 |  JC69 |         2 |     48 |               0 |          1 |      Fixed 
   295 |  JC69 |        18 |    113 |               2 |          3 |      Fixed 
   296 |  JC69 |         9 |    102 |               2 |          3 |      Fixed 
   297 |  JC69 |        20 |    319 |              36 |         11 |      Fixed 
   298 |  JC69 |        20 |    196 |               3 |          4 |      Fixed 
   299 |  JC69 |        18 |    304 |             124 |         10 |      Fixed 
   300 |  JC69 |        13 |     78 |               1 |          3 |      Fixed 
   301 |  JC69 |         9 |    282 |             101 |         16 |      Fixed 
   302 |  JC69 |         7 |    205 |              28 |          8 |      Fixed 
   303 |  JC69 |        16 |    145 |              18 |         16 |      Fixed 
   304 |  JC69 |        18 |    155 |              10 |         10 |      Fixed 
   305 |  JC69 |         6 |    213 |              14 |         13 |      Fixed 
   306 |  JC69 |         6 |    369 |             234 |          6 |      Fixed 
   307 |  JC69 |        20 |    388 |               7 |          8 |      Fixed 
   308 |  JC69 |         3 |    134 |               1 |          3 |      Fixed 
   309 |  JC69 |        19 |    208 |              10 |         11 |      Fixed 
   310 |  JC69 |        12 |     52 |               0 |          1 |      Fixed 
   311 |  JC69 |         8 |    152 |               7 |          6 |      Fixed 
   312 |  JC69 |         2 |    273 |              65 |          7 |      Fixed 
   313 |  JC69 |        18 |    204 |              15 |          9 |      Fixed 
   314 |  JC69 |         6 |    184 |              22 |          5 |      Fixed 
   315 |  JC69 |         4 |     88 |              23 |          2 |      Fixed 
   316 |  JC69 |        18 |    288 |              36 |         34 |      Fixed 
   317 |  JC69 |        13 |    322 |             100 |         10 |      Fixed 
   318 |  JC69 |         3 |    274 |              12 |          4 |      Fixed 
   319 |  JC69 |         3 |    193 |              89 |          4 |      Fixed 
   320 |  JC69 |         3 |     86 |               0 |          1 |      Fixed 
   321 |  JC69 |        14 |    248 |               1 |          2 |      Fixed 
   322 |  JC69 |        11 |    284 |              14 |         13 |      Fixed 
   323 |  JC69 |         4 |    279 |              13 |          8 |      Fixed 
   324 |  JC69 |         7 |    370 |             144 |         13 |      Fixed 
   325 |  JC69 |         7 |    230 |             107 |         13 |      Fixed 
   326 |  JC69 |         8 |    287 |             154 |          3 |      Fixed 
   327 |  JC69 |         9 |    208 |              56 |         14 |      Fixed 
   328 |  JC69 |        19 |    210 |             102 |          8 |      Fixed 
   329 |  JC69 |         4 |    286 |              14 |         10 |      Fixed 
   330 |  JC69 |        20 |    149 |              12 |         11 |      Fixed 
   331 |  JC69 |        18 |    151 |              44 |          3 |      Fixed 
   332 |  JC69 |        12 |     64 |               2 |          3 |      Fixed 
   333 |  JC69 |         2 |    418 |             137 |          2 |      Fixed 
   334 |  JC69 |         4 |     48 |               5 |          2 |      Fixed 
   335 |  JC69 |        20 |    394 |             126 |         12 |      Fixed 
   336 |  JC69 |        12 |     45 |               2 |          3 |      Fixed 
   337 |  JC69 |         9 |    105 |              51 |          6 |      Fixed 
   338 |  JC69 |        16 |     83 |               1 |          2 |      Fixed 
   339 |  JC69 |        14 |    283 |              22 |         20 |      Fixed 
   340 |  JC69 |         7 |    286 |              18 |          9 |      Fixed 
   341 |  JC69 |        20 |    150 |               6 |          4 |      Fixed 
   342 |  JC69 |         2 |    207 |               0 |          1 |      Fixed 
   343 |  JC69 |         2 |    282 |              10 |          3 |      Fixed 
   344 |  JC69 |        19 |    292 |              18 |         13 |      Fixed 
   345 |  JC69 |         5 |    282 |              73 |         11 |      Fixed 
   346 |  JC69 |         2 |    283 |              11 |          5 |      Fixed 
   347 |  JC69 |         2 |    166 |               1 |          2 |      Fixed 
   348 |  JC69 |        10 |    382 |             112 |         16 |      Fixed 
   349 |  JC69 |         3 |    180 |               1 |          2 |      Fixed 
   350 |  JC69 |        18 |    164 |              14 |          6 |      Fixed 
   351 |  JC69 |         3 |    276 |              20 |         11 |      Fixed 
   352 |  JC69 |        11 |    307 |             170 |         10 |      Fixed 
   353 |  JC69 |         2 |     58 |               0 |          1 |      Fixed 
   354 |  JC69 |         3 |     42 |               2 |          2 |      Fixed 
   355 |  JC69 |         3 |    262 |               1 |          3 |      Fixed 
   356 |  JC69 |         3 |    272 |               7 |          5 |      Fixed 
   357 |  JC69 |        20 |     73 |               0 |          1 |      Fixed 
   358 |  JC69 |         2 |    222 |               0 |          1 |      Fixed 
   359 |  JC69 |         2 |    127 |               0 |          1 |      Fixed 
   360 |  JC69 |        19 |    308 |               4 |          5 |      Fixed 
   361 |  JC69 |         2 |    118 |               8 |          9 |      Fixed 
   362 |  JC69 |        20 |     88 |               1 |          2 |      Fixed 
   363 |  JC69 |        20 |     73 |               3 |          4 |      Fixed 
   364 |  JC69 |        11 |    117 |               2 |          3 |      Fixed 
   365 |  JC69 |         2 |    281 |             105 |          5 |      Fixed 
   366 |  JC69 |        16 |    241 |             117 |         10 |      Fixed 
   367 |  JC69 |        18 |     69 |               5 |          4 |      Fixed 
   368 |  JC69 |        20 |    126 |               7 |          5 |      Fixed 
   369 |  JC69 |        18 |    121 |               4 |          5 |      Fixed 
   370 |  JC69 |        20 |    101 |               2 |          3 |      Fixed 
   371 |  JC69 |        20 |     74 |               4 |          3 |      Fixed 
   372 |  JC69 |        10 |    286 |              29 |         19 |      Fixed 
   373 |  JC69 |         8 |    217 |              38 |         19 |      Fixed 
   374 |  JC69 |        19 |    211 |              10 |         10 |      Fixed 
   375 |  JC69 |        14 |    160 |               4 |          5 |      Fixed 
   376 |  JC69 |         9 |    200 |               4 |          5 |      Fixed 
   377 |  JC69 |        19 |    505 |             232 |         20 |      Fixed 
   378 |  JC69 |         2 |     46 |               0 |          1 |      Fixed 
   379 |  JC69 |        19 |    201 |               3 |          4 |      Fixed 
   380 |  JC69 |         2 |     95 |               0 |          1 |      Fixed 
   381 |  JC69 |        20 |     86 |               3 |          4 |      Fixed 
   382 |  JC69 |        18 |     86 |               4 |          4 |      Fixed 
   383 |  JC69 |        19 |     92 |               3 |          4 |      Fixed 
   384 |  JC69 |        20 |    233 |               2 |          3 |      Fixed 
   385 |  JC69 |        20 |    157 |               0 |          1 |      Fixed 
   386 |  JC69 |         4 |    103 |               5 |          6 |      Fixed 
   387 |  JC69 |        20 |     69 |              17 |          6 |      Fixed 
   388 |  JC69 |         7 |    441 |             340 |         12 |      Fixed 
   389 |  JC69 |        20 |    280 |               4 |          5 |      Fixed 
   390 |  JC69 |        17 |     99 |               5 |          5 |      Fixed 
   391 |  JC69 |        19 |     71 |               3 |          4 |      Fixed 
   392 |  JC69 |         2 |    156 |               0 |          1 |      Fixed 
   393 |  JC69 |        20 |    173 |              71 |         16 |      Fixed 
   394 |  JC69 |         4 |    263 |               8 |          5 |      Fixed 
   395 |  JC69 |        20 |    232 |               6 |          7 |      Fixed 
   396 |  JC69 |         2 |     85 |              38 |          2 |      Fixed 
   397 |  JC69 |        15 |    284 |             111 |         17 |      Fixed 
   398 |  JC69 |         5 |    192 |               1 |          5 |      Fixed 
   399 |  JC69 |        15 |    230 |              59 |         12 |      Fixed 
   400 |  JC69 |        20 |    115 |               1 |          3 |      Fixed 
   401 |  JC69 |         3 |    269 |              13 |          7 |      Fixed 
   402 |  JC69 |        11 |    109 |               1 |          2 |      Fixed 
   403 |  JC69 |        17 |    104 |               5 |          5 |      Fixed 
   404 |  JC69 |         8 |    161 |               1 |          2 |      Fixed 
   405 |  JC69 |        19 |     97 |               7 |          6 |      Fixed 
   406 |  JC69 |        19 |    218 |              52 |         16 |      Fixed 
   407 |  JC69 |        17 |     99 |               3 |          4 |      Fixed 
   408 |  JC69 |         5 |    120 |               1 |          2 |      Fixed 
   409 |  JC69 |         4 |    288 |             123 |          7 |      Fixed 
   410 |  JC69 |        10 |    144 |              16 |         11 |      Fixed 
